tweet_text,label
From September I will be teaching part of my week in an English secondary school and the other part in a Scottish high school both during the return following lockdown. What an autoethnographic and direct comparison study that could be!!!,1
How can #biometrics help combat safety concerns during COVID19? #Facebiometrics #FacialRecognition #selfies #tech #covid19 #coronavirus #BitCenter #FarFaces #PopFaces ,1
"Heres our final Sports Show podcast. It was a privilege to have the worlds best rugby ref on. Hear how he coped through lockdown, life on the farm, what he considers the best game hes reffed, who his favourite player is amp much more.",2
"Kentucky, US Coronavirus Update 1007 2155 UTC #USA #Health ",1
If you are wanting forever dieting try this kind of video presentation ,1
Size of it. The Britpricks are more concerned with what rentseeking corporate behemoth they can mold the NHS into as a spinoff of the pandemic. ,0
"Opinion My legal challenge may have failed, but I'll keep fighting lockdown ",1
"To better understand the symbolism of wearing the mask, try typing the word censorship into Google Images and see what kind of illustration predominantly comes up.' Steve Barwick #Plandemic ",0
Study of Coronavirus in Pregnant Women Finds Striking Racial Differences by BY KATHERINE J. WU via NYT ,1
Alan interviews Prime Minister Boris Johnson. #anotherNOshowBoJo #borisjohnson #Covid19 #COVIDIDIOTS #OnlyWhenItsSafe #coronavirus #coronavirusuk #staysafe #StayHomeSaveLives #StayAtHome #animation #animated 52,1
So apparently the countries that have managed the COVID19 crisis better than the rest of the world happen to be run by women What does that tell you please?? ,1
"#coronavirus pandemic prompts record drop in global emissions, study finds via ",1
Probably talking about himself because he's a lazy bastard who only does an hour a week at best!Boris Johnson orders Brits back to work as he says some are 'loving lockdown' ,0
Love this ,2
Awful news...Coronavirus 70 Media Wales journalists 'at risk of redundancy' ,0
Listen to my interview on the BBC World Service about the guide Ive written about coming out of lockdown safely acknowledging society and the risks we face within it are not equal. ,1
Clueless government officials unsure of how to bring Leicester out of lockdown ,0
London walk 2020 After Dark Live In SoHo Central London In 2020 via . UK latest updates after lockdown finish people are out in street now in central London click the link above to see live in London now,1
Coronavirus Why politics means success or failure in South America ,1
Coronavirus Thrifty Germany takes on debt to rescue arts ,1
Lol the clothes I bought at the beginning of lockdown are too big ??,2
"UK plan to shun Commission vaccine scheme unforgivable, say critics via ",0
"New article Coronavirus deaths tick up in Florida, Texas, California, Arizona has been published on Fintech Zoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO",1
Lockdown hair going strong ,2
Firm with links to Gove and Cummings given Covid19 contract without open tender ,0
a man really grabbed my hand and kissed it whilst I was waiting for the bus earlier and got weird when I said I didnt want to give him my number men are crazy we r literally in a whole ass pandemic,0
"Good evening Suzanne Webb can you please tell me why myself, your own Stourbridge constituents and another 3 million taxpayers why we are #excludeduk from Government support after 116 days.Please speak to ",1
"that's a short haired Covid terrier.My nan had one.terrific dogs, friendly, good with childrenand infects clowns ",2
5 tips to get your car back on the road after #lockdown#driving #mothballs #checkitorwreckit #roadtrip #Motorway #backontheroad #MOT #FiestaBBC News MOT rules in lockdown How to get your car out of lockdown,1
"From Saturday 11th July it will be mandatory in Belgium to wear face masks in shops and several other indoor venues to combat the spread of coronavirus, Prime Minister Sophie Wilms announced on Thursday. #COVID19 ",1
"#covid65000 #COVID19 Something has to change in the US, over 65000 new infections today alone.",1
"'Through the wearing of the mask, the occult ritualists have created an army of Karens programmed automatons who take the ritual so seriously that they feel personally and physically threatened when you dont.' Steve Barwick #plandemic",0
One minute Im ready for like to be somewhat normal again and the next minute Im having a panic attack and want to selflockdown for three more months,1
"#coronavirus Dr Vikas Kumar, who works in critical care at Darlington Memorial Hospital, who was amazed to see his name on the back of Ben Stokes' cricket shirt at the first Test against the West Indies this week. ",2
"Outdoor gigs can return with socially distanced audiences this weekend, Government confirms ",1
'I'm more successful online' personal trainers adapt to lockdown routine via ,2
Coronavirus No 10 considering mandatory face masks in shops in England BBC NewsGood! #Covid19UK ,1
Coronavirus Chronicles day 133 are you going to the pub this weekend? #coronavirus #pubs #lockdown #leeds #kirkstall,1
"How long can COVID19 stay in the air?Airborne transmission of COVID19 cannot be ruled out, says WHO.Hundreds of scientists say evidence shows some virus particles linger in the air rather than dropping to the floor.#coronavirus disease 2019 COVID19 #COVID19 ",1
OUTOFHOSPITAL CARDIAC ARREST AND DONATION AFTER CIRCULATORY DEATH DURING THE COVID19 PANDEMIA ,1
Coronavirus Government quietly publishes figures which reveal it overstated number of people tested UK News Sky News ,1
Ghislaine Maxwell requests bail due to 'risk of coronavirus' ,1
#News COVID19 Charity Fundraiser Announcement League of Legends #covid2010 #spdc,1
Well it was a lockdown lockin at #ThePRInn tonight. Good times and chat as ever. Think we sorted everything wrong in the world PR ,2
"You know what, Ive really not missed getting shafted at work during lockdown. Not even slightly. Id argue Ive actually enjoyed wearing pyjamas and watching Netflix all day every day",2
"What did you do during lockdown Joe? Oh I somehow got in to live casino games and sparked up a friendship with an attractive Romanian card dealer, wbu?",2
A group of Spalding neighbours have used lockdown as a reason to improve community spirit in their street. ,2
"Today I did this girl nails who was going to her prom, I asked her how is she having a prom and she said her family is throwing her and her friends a prom since it was canceled due to Covid, I though that was so sweet",2
"NonCOVID deaths are the real scandal and and ONS attempts to reclassify all excess deaths as COVID having already inflated COVID are an attempt to airbrush away this scandal 8,511 excess deaths at home wk 818 nonCOVID ",0
Ghislaine Maxwell requests bail due to 'risk of coronavirus' ,1
Scared locals in rural Wales fear tourists will bring the virus as lockdown eases ,1
I have signed the petition calling for a public inquiry into the UK's response to the coronavirus outbreak.Sign here. via change,1
"Bad move watching sex and the city in lockdown! I want to dress up, go for brunch and drink cosmos with my girls ",0
"On chapter 2 and having flashbacks to HayOnWye! I miss browsing all the little bookshops ! Also, my 13 year old daughter fistpumped when Aveline asked for Ghost Stories she's got a new ghost story obsession in lockdown. You're in our heads !! ",1
my ma told me wearing a mask is pointless and sneers at me whenever i panic when someone.near me sneezes or coughs or when i buy masks. the other day she literally called this pandemic a hoax,0
being in lockdown again is really starting to take its toll on me now ,0
Michael Ball The theatre industry feels forgotten in the pandemic ,1
"'The entire point of OCCULT ritual maskwearing is to hammer home to your subconsciousness until it becomes completely true in your daily life the idea that things are no longer the same, and will never be the same again.' Steve Barwick #plandemic ",0
"Nosocomial transmission of severe acute respiratory syndrome coronavirus 2 SARSCoV2 is a major public health concern. Healthcare workers HCWs are at high risk of developing COVID19, and may themselves contribute totransmission.",1
Ain't nobody got 68 cents to be wastin in a pandemic ,1
Firm with links to Gove and Cummings given Covid19 contract without open tender ,1
ugh ngl this is probs for the best but I actually cant be arsed having to wear a mask for 8 hours a day like feels like too little too late when we worked the first month of lockdown with no PPE ,0
"#TikTok has a reputation for being nonsense but there are some amazing accounts on the platform, including Leah who is deaf and does videos about BSL and communication with deaf folks. Incl. the effects of #COVID19 #coronavirus ! #signlanguages #BSL ",2
Coronavirus Face coverings now compulsory in Scotland's shops ,1
"Shit, lets all feel sorry for poor old Bob.While Coronavirus kills the avarage person dead its killing this shithouses earning potential to a paltry 7.5 mill, my heart fucking bleeds for him ",0
this pandemic reminds me of group projects amp why I hate them,0
"An awesome day with our yr9s who participated in penalty shoot outs, bowling, 100m track events, paper plane engineering, brain training quizzes and much more in our unofficial lockdown sports day. School #proudtobecampion #lockdown2020 ",2
States Exploit Pandemic to Sneak Abortion Bills The American Spectator ,1
HOUSTON CALLINGThen we pulled public autopsy data and examined EMS response records to show that as COVID cases surged a growing number Houston area residents were dying suddenly at home. Another indicator that things are spiraling hereHave we learnt nothing? ,1
"Compulsory must mean everyone else apart from Marty and Martys local Tesco.Well, lets look it up....Compulsory means.... Erm .....compulsory.July 10th means....Erm..... July 10th.Nice try though.I see your twitter name is honestman?Nein.Meanwhile ",0
"Thanks for the Covid stuff Piers, but this is 'why I don't don't normally like you' territory. But being a weathercock it safe to say he's in the majority view...Come to think of it Gary is fully automated luxury Socialism for one. He's the food bank of Wokalists. ",0
As lockdown eases Im even more thankful for the core ten humans who have got me through these months. Ten London loves and a weekly family zoom are apparently the bare bones of survival what got you through?,2
The fatal mistakes which led to lockdown via ,1
"HAHAHAHA oh my god wait till they try this one.....Then they will see a revolution Everyone against governments and NON ELECTED GLOBALISTSState Bar Group Calls for 'Mandatory' COVID19 Vaccinations, Regardless of Objections via ",1
This guy is a special type of dentures stupid...just hope YouTube keep the video up this time... #thunderfo00t as always did an excellent job at debunking this dangerous miss information about covid19.,2
 thank you for your hard work I have to disagree with you because any place that has air con ventilations will remove viruses from building sucks it up takes it outside second when will corporate organisation start to open up ,1
"Me barely wears any makeup during lockdown, hasnt touched eyeshadow in 4 months announces eyeshadow palette Me ",2
68 Have Antibodies in This New York Clinic Can a Neighborhood Beat a Next Wave of #coronavirus ? via ,1
Birmingham Rep may make 40 of roles redundant amid Covid19 crisis.As theatres struggle when will the fist big live music venue be lost? ,1
"NGL it's kinda sad we've been seeing grown men complain about their hotel standards, their food, amp even whatever amenities they have amp replace it, while ppl are unemployed cause of this pandemic.I love basketball amp the NBA but fuck, if shit like this doesn't sting a bit ",0
"So worried about my friends in #Malawi. Covid is just taking off there and they have already run out of tests. So many brilliant, fabulous people. I wish I was there. ",0
"It really irritates me that these experts and the Government can flip flop on covidBut expect everyone to do as they say, when they sayLike we are their trained monkeys",0
