tweet_text,label
listen interview bbc world service guide write come safely acknowledge society risk face within equal .,1
clueless government official unsure bring leicester,0
london walk 2020 dark live soho central london 2020 . uk late update finish people street central london click link see live london,1
politic mean success failure south america,1
thrifty germany take debt rescue art,1
lol clothe buy beginning big ? ?,2
"uk plan shun commission vaccine scheme unforgivable , say critic",0
"new article death tick florida , texas , california , arizona publish fintech zoom # fintech # blockchain # crypto # cryptocurrency # ico",1
hair go strong,2
firm link gove cummings give contract without open tender,0
man really grab hand kiss whilst wait bus early get weird say want give number man crazy r literally whole ass,0
"good evening suzanne webb please tell , stourbridge constituent another 3 million taxpayer # excludeduk government support 116 day . please speak",1
"short haired terrier . nan one.terrific dog , friendly , good childrenand infect clown",2
5 tip get car back road # lockdown#drive # mothball # checkitorwreckit # roadtrip # motorway # backontheroad # mot # fiestabbc news mot rule get car,1
"saturday 11th july mandatory belgium wear face mask shop several indoor venue combat spread , prime minister sophie wilms announce thursday . #",1
"# covid65000 # something change us , 65000 new infection today alone .",1
"' wearing mask , occult ritualist create army karens program automaton take ritual seriously feel personally physically threaten . ' steve barwick # plandemic",0
one minute ready like somewhat normal next minute panic attack want selflockdown three month,1
"# dr vikas kumar , work critical care darlington memorial hospital , amazed see name back ben stokes ' cricket shirt first test west indies week .",2
"outdoor gig return socially distance audience weekend , government confirm",1
' successful online ' personal trainer adapt routine,2
10 consider mandatory face mask shop england bbc newsgood ! # covid19uk,1
chronicles day 133 go pub weekend ? # coronaviru # pub # # leed # kirkstall,1
"long stay air?airborne transmission rule , say who.hundred scientist say evidence show virus particle linger air rather drop floor.#coronavirus disease 2019 #",1
outofhospital cardiac arrest donation circulatory death pandemia,1
government quietly publish figure reveal overstate number people test uk news sky news,1
ghislaine maxwell request bail due ' risk ',1
# news charity fundraiser announcement league legends # covid2010 # spdc,1
well lockin # theprinn tonight . good time chat ever . think sort everything wrong world pr,2
"know , really miss get shaft work . even slightly . argue actually enjoy wear pyjama watch netflix day every day",2
"joe ? oh somehow get live casino game spark friendship attractive romanian card dealer , wbu ?",2
group spalding neighbour use reason improve community spirit street .,2
"today girl nail go prom , ask prom say family throw friend prom since cancel due , though sweet",2
"noncovid death real scandal ons attempt reclassify excess death already inflate attempt airbrush away scandal 8,511 excess death home wk 818 noncovid",0
ghislaine maxwell request bail due ' risk ',1
scared local rural wales fear tourist bring virus ease,1
sign petition call public inquiry uk ' response outbreak . sign . change,1
"bad move watch sex city ! want dress , go brunch drink cosmo girl",0
"chapter 2 flashback hayonwye ! miss browse little bookshop ! also , 13 year old daughter fistpumpe aveline ask ghost stories get new ghost story obsession . head ! !",1
tell wear mask pointless sneer whenever panic someone.near sneeze cough buy mask . day literally call hoax,0
really start take toll,0
michael ball theatre industry feel forget,1
"' entire point occult ritual maskwearing hammer home subconsciousness become completely true daily life idea thing long , never . ' steve barwick # plandemic",0
"nosocomial transmission severe acute respiratory syndrome 2 sarscov2 major public health concern . healthcare worker hcw high risk develop , may contribute totransmission .",1
nobody get 68 cent wastin,1
firm link gove cummings give contract without open tender,1
ugh ngl probs good actually arse wear mask 8 hour day like feel like little late work first month ppe,0
"# tiktok reputation nonsense amazing account platform , include leah deaf video bsl communication deaf folk . incl . effect # # ! # signlanguage # bsl",2
face covering compulsory scotland ' shop,1
"shit , let feel sorry poor old bob . kill avarage person dead killing shithouse earn potential paltry 7.5 mill , heart fucking bleed",0
remind group project hate,0
"awesome day yr9s participate penalty shoot , bowling , 100 track event , paper plane engineering , brain training quiz much unofficial sport day . school # proudtobecampion # lockdown2020",2
state exploit sneak abortion bill american spectator,1
houston callingthen pull public autopsy datum examine ems response record show case surge grow number houston area resident die suddenly home . another indicator thing spiral herehave learn nothing ?,1
"compulsory must mean everyone else apart marty martys local tesco . well , let look .... compulsory mean .... erm ..... compulsory . july 10th mean .... erm ..... july 10th . nice try though . see twitter name honestman?nein . meanwhile",0
"thank stuff pier , ' normally like ' territory . weathercock safe say majority view ... come think gary fully automate luxury socialism one . food bank wokalists .",0
ease even thankful core ten human get month . ten london love weekly family zoom apparently bare bone survival get ?,2
fatal mistake lead,1
"hahahaha oh god wait till try one ..... see revolution everyone government non elect globalistsstate bar group call ' mandatory ' vaccination , regardless objection",1
guy special type denture stupid ... hope youtube keep video time ... # thunderfo00 always excellent job debunk dangerous miss information .,2
thank hard work disagree place air con ventilation remove virus build suck take outside second corporate organisation start open,1
"barely wear makeup , touch eyeshadow 4 month announce eyeshadow palette",2
68 antibody new york clinic neighborhood beat next wave # ?,1
birmingham rep may make 40 role redundant amid crisis . theatre struggle fist big live music venue lose ?,1
"ngl kinda sad see grown man complain hotel standard , food , even whatever amenity replace , ppl unemployed cause . love basketball nba fuck , shit like ste bit",0
"worried friend # malawi . take already run test . many brilliant , fabulous people . wish .",0
"really irritate expert government flip flop covidbut expect everyone say , saylike train monkey",0
let undo work singleuse plastic,1
first night beautiful girl since . well ... excellent social distance red door chester,2
government lot lying since start . allow get away ?,0
"get buy one get one free deal uk , monday thursday . buy one get one free bog virus side",1
"13 regional governor meeting dhuusamareeb discuss immediate pressing issue , security issue , swarm locust destroy thousand acre crop region insomalia",1
"heart really go resident california , wildfire start early year finish later ever hit really hard keep safe",2
dirtiest player game ric flair # wwe programming two reason . 1 71 deadly pandemic2,0
good person deliver type ohitwillbefine message ? nearly die,0
death bra great lingerie liberation last ?,2
hear shit one try race card london mayor sadiq khan ' racism ' blame death among minority # neonnettle,0
"lose sense smell taste symptom , uk official admit urge people selfisolate happen . world health organisation . who.what symptom covid19?#coronavirus disease 2019 #",1
derbyshire news captain sir tom commemorate bronze bust,1
deeply troubling news.#unitednations ' unaids report derail 2020 hiv target . ',1
struggle keep india ' patient breathe,1
literally two glass prosecco drunk ... dare come,1
"lucid read quanta usual r0 , herd immunity ideally read conjunction review sir , seir modelling",2
"hit people overweight disproportionately hard . lose weight long health choice , health necessity . lose weight , could lifesave decision .",2
generation come age face challenge like generation .,1
normal people feel like 10 year ago,1
make number pretend testing work . completely eff scandalous inside story uk ' ' chaotic ' testing regime ' break rule ',0
"hell ' love ' ?sure , amazing aspect , lack pollution . 1 , yes love , time alone sure ... nice ! love ' ' get special kind insanity people ?",0
ghislaine maxwells hell year ? bet think would really shift focus well . bless .,1
7 day average new case oklahoma lead june 20th rally 281 . last seven day 712 .,1
go quite challenge face second wave employment cut challenge face balance budget . needless say chancellor impact hammond . turbulent time ahead .,2
# mexico drug # cartel profit pandemic#impunity # drugwar #,1
tuberculosis vaccine may limit death dormitory screening urge article reuters,1
keeping wembley pitch perfect,1
laurence hit nail head . woke p.c . lefty please us favour go back sleep . self isolate keep virtue signal nonsense ! wokism must halt terrible virus .,0
based,1
couple wellness pointer definately support serve venture life,2
glad jls tour reschedule ... wasnt sure arena top people still around . lease year sort shit ! ! !,2
test house negative !,2
"covidrelate fraud spike push bank , fintech toinnovate",1
"ok , months wrestling yet slay divorce dragon , move house , cancer scare side , tonsil , trial tribs , come side . pleased see lovely folk still . # didyamissme ?",2
luis saez lose mount positive test result # coronaviru third wellknown rider test positive month martin garcia gerard melancon . # horseracing planet,1
gene mutation scared ? special,1
look way make sure people really face mask shop sound predetermine decision make .,1
test come back negative . nhs111 medic say symptom clearly may start feel well next week . 25 false negative normal miss allotment much already !,0
,1
grim news # #,0
# tube safe worker dress like someone try clean chernobyl # # # saturdaymorning,1
world ' powerful passport name us plummet ranking,1
"gov make youth pay . literally . youth need bus train go school , social life support . measure negatively impact already covidaffecte life even ! ' rather pay keep travel youth free . reverse bad decision !",0
come scotland wales still print statistic page go search anyone would think government afraid tell people truth #,0
really teach appreciate small thing life respect love care grateful,2
"joy # tory # brexit britain . sovereignity people care fucck country , fxck people , give money .",0
try convince bill gates solely responsible entire,1
say actually government think school control even think care x,0
robert jenrick face grill approval tory donor ' 1bn property development wrongun everyone know stop waste time money corrupt minister . job # sackjenrick,0
"climatechangedenye right often ridicule , correctly , politicize science . yet way public health narrative around reverse overnight seem awful lot like politicize science .",0
"people go beach wear mask public transport lie poor use school meal voucher alcohol get say beat together . , .",0
greenpeace deliver 28 tonne emergency supply indigenous community brazil fight coalition effort,1
think government green carbon climate change bs want everyone work home turn economic model fall apart .,0
38 bizarre quote trump ' new ' interview ' sean hannity,1
"tonight go first pub visit since . feel safe . allocate seating , table service , hand sanitiser , one loo , crowd . two dog . really nice .",2
one thing learn love virtual writing group ! ! connect chat # writer without spend anything pricey coffeeall wear pj ... please remain thing ? ?,2
recent voiceover produce awesome folk .. one great privilege able support company brand pandemic.#voiceover # voiceoverartist # studio,2
breaking pac12 join b1 g ten commit keep spread inhouse play conference game football season ...,1
judge block first federal execution 17 year threat victim ' family,1
"datum breakthrough nearly 7000 floridians hospitalize , 112 brevard early week , tracking project , volunteer group researcher datum analyst , take florida ' data quality transparency task ...",1
"stunning cake make lovely joy # bakemehappy , brilliant cookery teacher , wonderful baker throughout # happy friday bakes sell support us . thank much joy support ! # followafriend # followfriday # tunbridgewells",2
scammer take advantage 4 scam aware # scam # awareness,1
rapidly change time . new normal control ? maybe good thing come period . hope # bbcarticle sign thing come . clicktap link full story .,2
"well damn age well , damn mask let like richard # covidiot # coronaviru # rip",0
brexit run . bank ditch london office,1
real anxious lately . usually calm cool collective throw balance . first though messing mental health honythink,0
raise money windrush community response 19 . click donate,1
alan self isolation day 20 extra mature cheddar cheese # lockdown3 # # lockdownextension # rnumber # animation # animate # animatedvideos # quarantinelifecalm # endlockdown 42,2
pub stay closed ! british public reckless moron care get piss . dont think think family member could risk . .,0
' mask wearing lockdowns ageold occult ritual use initiate people new global order . ' steve barwick # plandemic # newworldorder,1
"fantastic , covidsecure emotional leaver bbq . hopefully attend enjoy staff student bbq awards presentation ! alumni shs shs # bbqawards2020 # year13leaver # emotional",2
trump get slaughter american medium ? cause get cnn absolutely hate hard tell even begin imagine boris act like honestly think force office,0
penchant imperial stout wildsourfunky beer seem positive good keg stock come 3 month,2
actually make go mad slight thing actually concern lmao,0
superb segment today r4 pm imagine brief ? tell us hell happen across s. america 5 min . . segment illuminate voice keep listen . one watch wife opinion .,2
affect digital transformation # transformation # digital,1
half 6 alarm morning ready work . lay bed sleep . love sleep life,0
canary wharf .. testing site .,1
collaborate additional wholesale . ever .,0
"misplace set earphone , . little bit annoyed .",0
"perfect job trump get send jail . stick kitchen , clean dish . good ' wash hand germ ' # enemyofthepeople # creepytrump # dumptrump # worstpresidentinhistory # blacklivesmatter # votebiden # wearadamnmask # scumbag #",0
"grow tache today someone call hitler , jewish descendant approve .",1
"several people call hot online recently , wonder maybe finally hit prime , remember none us see anyone really long time . know makeover global would create version .",2
2022 . life look like ?,1
time uknown affect life view excellent art william dobson exhibition tate britain . go early exhibition !,2
disabled job hunter ' forget ',1
sky news scheme deliver test isle mull drone get govt funding.via,1
think studying wanna future ... see something completely different complete mind fuck,0
finally finish sopranos last night probably good tv show ever watch ! catching good,2
bc saturday lock bust ! ! ! ! ! nice one ......,2
wait run next session cope # stress # anxitey # shinecancer # virtial interactive # webinar next week ! # coach # # learn,2
"important report underprivileged child # india disproportionately affect crisis one way help donate directly , example",2
"! amazingly fast process . feel symptom wednesday order test , receive post back yesterday , result today ! # thankyounhs",2
raise money windrush community response 19 . click donate,1
"like photo anyone know wrongly socialise . refuse associate people consistently flout recommendation reason . second wave , hold personally responsible . 12",0
believe witness racist dickhead actually boycott chinese takeaway blame china death . seriously dumb fuck . let support local chinese takeaway offset effort imbecile .,0
indepth ' egypt ' medic battle state persecution ',1
student college need support contact wellbeing.ac.uk put touch support . # sexualhealth query contact 01159 627 627 . continue run limited service due precaution,1
join call uk usa suspend trade negotiation immediate health economic danger coronaviru . # notnowadd voice today,0
guy fucking stupid put face mask collect germ eye ? ? ? deserve,0
ruin 7 month life demand full refund,1
hospital ? ? ?,1
"bottom line , number game . # ice , # georgefloydmurder , abysmally handle # , sackingampreinstate # brettcrozier ampsinke economy depression . go # trump reelection.#ppp scandal alone corporate buy backspitchforksamp rage",0
"birthday meal first meal since , could choose well place . thank much whole team xx",2
us case 65k ... human contact stop .. three month go fir hard squeeze across world,0
roundup video ! chinese woke ? prefer censorship ? mallen baker show # china # hongkong # blacklivesmatter #,0
", america fight well whole heap irrational unstable folk refuse comply prevention measure . way something sure ...",0
2017 article predict # covid19bat cave solve mystery deadly sars virus suggest new outbreak could occur .,1
impediment action action . obstacle way . ' ' successful online ' personal trainer adapt routine,2
manchester airport tonight . # manchester # manchesterairport # man # egcc # flybe # england # british # eu # # # # q400 # dash8 # aviation # avgeek # weather # cloud # sunset # airport # airline # brexit # pilot # pilotlife # ufo # plane # cheshire # fly,1
"hate state obvious play , matter side . everything moment divide society cause conflict . blm , , social distancing , masks , stay home . see pattern . divide conquer . # blm # covididiots",0
"boris johnson order brits back work say ' love ' mirror online gtgtif true form hell succeed time winter virus season , order us back . decent test trace system need mate . # useless",0
one six mississippi lawmaker infect,1
stem cell fight 19 ?,1
"new article big church , elite law firm , private school get loan publish fintech zoom # fintech # blockchain # crypto # cryptocurrency # ico",1
"boris johnson fare last election?oh , right . hide fridge . ' stay fridge , eh ? may cost ten thousand life gross mismanagement .",0
campaign ! clearly see wide implication # fireandrehireit potential high unemployment figure history company take advantage # starmer,0
get grade earn 19 cancellation exam calculate grade today 11 jul publish report ' exam cancellation calculate grade report part committees work,1
"still accelerate , directorgeneral warn independent",1
"would like space cadet summer ? uk space sector recruit 50 pay space internship summer despite widespread disruption uncertainty cause , uk space sector recruit",1
prone positioning patient treat noninvasive ventilation pneumonia italian emergency department,1
raise money windrush community response 19 . click donate,1
"essential palliative care response guide voice patient public . conduct research area , read recent report capture experience , concern research priority people affect serious illness",1
"4 month . astonish . face mask could mandatory shop , signal boris johnson",1
stem cell fight 19 ?,1
decision extend make question future damn city .,0
# global update # dr john campbell seemingly man least radar make sense day . hope # dear across world stay safe # kazakhstan news 18.00,2
# coronaviru viking return # york,1
last us 2 spoileranyone share reaction scene . get feel type way,1
"experience make wonder , weekend ? # downtonabbey # dowagercountess",1
first proper day alone month noticeable . imagine would . say thank friend family keep sane someone talk . big thank gos good little brother could,2
mass death way ... #coronavirustesco scraps one way system aisle floor increase number customer allow inside store supermarket ease social distancing restrictionsvia,2
government wage war singleuse plastic # plasticfreejuly,1
poll council police give power shut beach disperse people ? vote,1
terrify thread texas . trumps plan deliver public health catastrophe . top 10k new case day day row . 10k bed leave . time tomorrow could run bed put incoming patient .,0
really verge write super emo 1 act .,1
raise money windrush community response 19 . click donate,1
literature # theempirestrikesback marvel comics version suggest beat blue classic ! # starwars,2
i.t. blokes stories day pint ralph findlay boss marston ' reopen pub london evening standard see,1
"tune first time early . disappoint michael portillo ' discussion scotland , union . back !",2
shocked report police waste nhs resource,0
"tackle # , scot assert separateness eng measured response scots leader , , mark contrast 2 freewheeling approach prime minister appear 2 b working .",1
